approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,inReplyTo,articleID,sectionName,newDesk,articleWordCount,printPage,typeOfMaterial
1493646904,"Sorry, but the practices of the MTA over 30 years ago is about as irrelevant as if you wanted to discuss the state of freeways in relation to the subway system.<br/><br/>Your absence points directly to improvements the Authority has made in its hiring practices (which, again, are irrelevant to the question of installing a new signal system to improve system efficiency). ",22326848,22326848,<br/>,userReply,1493645974,2,False,22325193,Peter B,22325193:22326848,https://graphics8.nytimes.com/images/apps/timespeople/none.png,3,,0,,0,approved,1,0,1493646904,masayaNYC,34371352,Brooklyn,,,22325193,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493653113,are you kidding?  he will build it &amp; you will pay for it! no thanks.,22329268,22329268,<br/>,userReply,1493652144,2,False,22325243,Joe D.3,22325243:22329268,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493653121,rp,18788247,nyc,,,22325243,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493646083,"If you look closely there is a white hard hat working on the adjacent track. Working on signals, with your head down, and hearing protection in place, leaves the workers vulnerable from on coming trains, also pictured. There is always a look out stationed when any track work is performed and service is still running.",22326195,22326195,<br/>,userReply,1493644260,2,False,22325064,Kyle,22325064:22326195,http://graphics8.nytimes.com/images/apps/timespeople/none.png,6,,0,,0,approved,1,0,1493646093,mlb4ever,60472244,New York,,,22325064,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493648883,maybe a last ditch safety issue...  watching for any approaching trains.   I'd like someone to have my back in that work environment as well!  ,22326917,22326917,<br/>,userReply,1493646144,2,False,22325064,Kyle,22325064:22326917,https://graphics8.nytimes.com/images/apps/timespeople/none.png,2,,0,,0,approved,1,0,1493648883,Nancy Rhodes,71280836,Ohio,,,22325064,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493673712,He is a flagger. When a train comes his job is to make sure everyone is in the clear. He then removes safety equipment (trip) and gives the train permission to proceed. Other times you'll see track guys waiting to move a rail. It takes a lot of guys. You can't always use a crane.,22335083,22335083,<br/>,userReply,1493673092,2,False,22325064,Kyle,22325064:22335083,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5487/9460/cropped-54879460.jpg?0.7440513183828443,0,,0,,0,approved,1,0,1493673712,nycpat,54879460,nyc,,,22325064,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493664485,"This the same problem not only affecting MTA, but other transit agencies across the country.  In the Washington, DC area, WMATA is literally in the same predicament.  <br/><br/>I thought ""Make America Great Again"" meant Trump will fix all these issues #sarcasm",22332960,22332960,<br/>,userReply,1493663484,2,False,22324865,minh z,22324865:22332960,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,1,approved,1,0,1493664485,Dr. MB,11359009,"Alexandria, VA",,,22324865,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493666425,"So many commenters keep forgetting something the article makes sure to mention - the Mayor and City Council don't control the MTA. (I'm sure they wish they did.) It's a state agency.<br/><br/>So pressure your Assembly members, your state Senators, your Governor.",22333610,22333610,<br/>,userReply,1493666288,2,False,22324865,minh z,22324865:22333610,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493666431,MWnyc,5152396,NYC,,,22324865,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493673675,"None of that flailing in the wind will fix the basic problem, which is the cultural corruption of NYC.  ",22334911,22334911,<br/>,userReply,1493672009,2,False,22324865,minh z,22324865:22334911,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493673675,whoandwhat,68915151,where,,,22324865,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493666425,"<br/>Mr. Green - there could be a number of reasons why this employee in the background is ""leaning against a post watching"".  He could be on a break, he could be waiting for a supervisor, he could be waiting for materials to be delivered or waiting for other co-workers to perform a job safely.  And the list could go on.  What I find irresponsible is the erroneous assumption that this employee is just standing around, getting paid to do nothing.  You might be correct.  I might be correct.  But the bottom line is that NO ONE knows why he is standing there and to accuse someone without having any factual intel is reckless and unwarranted.  I apologize if I have offended anyone.  I just detest generalizations made without any facts present to support the accusation.",22333478,22333478,<br/>,userReply,1493665655,2,False,22325404,Richard Green,22325404:22333478,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6893/8663/cropped-68938663.jpg?0.5158820140853206,4,,0,,0,approved,1,0,1493666430,Marge Keller,68938663,Midwest,,,22325404,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493666425,There are four more idle workers in the back.,22333532,22333532,<br/>,userReply,1493665899,2,False,22325404,Richard Green,22325404:22333532,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,0,approved,1,0,1493666433,J. Broda,73336818,"Schaumburg, IL",,,22325404,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493686854,"As I said, it's an ""illustration.""  Of course I don't know the specific reason he's standing there, but how can anyone argue the point that the subway workforce is used efficiently?",22336967,22336967,<br/>,userReply,1493685518,2,False,22325404,Richard Green,22325404:22336967,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493686854,Richard Green,37407930,"Santa Fe, NM",,,22325404,5906b3297c459f24986dd004,Unknown,Metro,2318,1,News
1493733251,"""Two hours east of Tijuana"" are you kidding me, yeah it is in Mexicali.  Good for them, I hope they do kick butt in soccer, and baseball.",22336761,22336761,<br/>,comment,1493683804,1,False,0,,22336761,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493733256,rexl,19559240,"phoenix, az.",,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493733249,Why are California taxpayers paying for two Mexican nationals to attend high school in California.  ,22338496,22338496,<br/>,comment,1493698234,1,False,0,,22338496,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,0,approved,1,0,1493733250,James Anderson,69095650,"Berkeley, CA",,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493733246,"That Tec de Monterrey, which even its permissiveness is arguably the best university in Latin America, could not compete in a North American college sports league and a university that most likely has non existing academic filters (such as Cetys) is better positioned to do so now is regretful -- Great way to foster the stereotype of the undereducated Mexican.",22338607,22338607,<br/>,comment,1493699553,1,False,0,,22338607,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493733248,Enrique Meza,56749760,Mexico,,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493686686,"Great read, thank you for reporting this. One of many cases of cross-border life in the San Diego-Tijuana hub. ",22335916,22335916,<br/>,comment,1493678116,1,False,0,,22335916,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,,0,,0,approved,1,0,1493686686,GM,21017769,TJ/SD Region,,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493686683,"As a Big Ten graduate, I would be very happy with this.",22336302,22336302,<br/>,comment,1493680389,1,False,0,,22336302,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493686683,Matt A,68578033,Seattle,,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493675301,We know which university is going to win the soccer championship....,22335299,22335299,<br/>,comment,1493674513,1,False,0,,22335299,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493675303,VJR,55807036,North America,,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493668852,WONDERFUL!<br/>MARAVILLOSO!<br/>GREAT FOR SPORTS ON BOTH SIDES OF THE BORDER,22332739,22332739,<br/>,comment,1493662727,1,False,0,,22332739,https://graphics8.nytimes.com/images/apps/timespeople/none.png,4,,0,,0,approved,1,0,1493668853,Sal Hernandez,22954822,"San Mateo, California",,,0,5906ceec7c459f24986dd021,Unknown,Sports,1795,1,News
1493647479,"Bloodletting/iron reduction therapy has been used for thousands of years and only now is making a resurgence.<br/>""Therapy by taking away: the case of iron""",22327155,22327155,<br/>,comment,1493646762,1,False,0,,22327155,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493647486,Tom Hennessy,71177552,"Calgary, Ab, Canada",,,0,5906cfa77c459f24986dd022,Unknown,Learning,213,0,News
1493751513,"""Not everyone that commits a crime is a criminal."" Are you serious???    <a href=""https://www.merriam-webster.com/dictionary/criminal"" title=""https://www.merriam-webster.com/dictionary/criminal"" target=""_blank"">https://www.merriam-webster.com/dictionary/criminal</a> <br/><br/>I don't believe that we should be deporting our citizens or those that have followed proper procedures to live here. However, it is a crime to cross our borders without following procedures or gaining permission to so, and that makes the person a criminal worthy of exile/deportation.",22341809,22341809,<br/>,comment,1493732885,1,True,0,,22341809,https://graphics8.nytimes.com/images/apps/timespeople/none.png,10,,0,,0,approved,1,0,1493751515,veracious,67541488,NJ,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493742127,"This piece belongs on the front page, not on the opinion page.  Everything about it is reporting on facts, present and past.  There's no room for ""alternative facts"" in this world, so let's start fighting the real fight and stop pretending that all messages have equal merit and deserve equal airtime.  The NYTs has its bully pulpit - we readers expect you to use it more fully.  ",22339862,22339862,<br/>,comment,1493721956,1,False,0,,22339862,https://graphics8.nytimes.com/images/apps/timespeople/none.png,21,,0,,0,approved,1,0,1493742127,C. Muskrat,62650169,NH,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493742127,The analogy with Nazi Germany...<br/><br/>Jews were refugees who were turned away while fleeing Nazi German.<br/><br/>Mexicans are refugees being turned away while fleeing Mexico.<br/><br/>Go figure...,22337941,22337941,<br/>,comment,1493692985,1,False,0,,22337941,https://graphics8.nytimes.com/images/apps/timespeople/none.png,9,,0,,0,approved,1,0,1493742127,jp,1948827,MI,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493742123,"Do not downplay the events of the Third Reich, and the systemic mass murder of millions directly or indirectly (starting the war and bringing on the Holocaust) and the current American administration. It is an outrageous overstatement which does no credit to someone with high flown academic credentials. The DT White House has more in common with a bumbling third world dictator or a pompous strutting fascist like Mussolini.<br/><br/>The argument before SCOTUS by Sessions DOJ in Maslenjak v, U.S. is jaw-dropping enough without resort to hyperbole. Leave that to the Breitbart, Murdoch, and Bannon circles, and the swamp of white nationalists on the net here and abroad. Their stock and trade is the half-truth twisted and exaggerated.",22338283,22338283,<br/>,comment,1493695926,1,False,0,,22338283,https://graphics8.nytimes.com/images/apps/timespeople/none.png,8,,0,,0,approved,1,0,1493742123,Unworthy Servant,59438613,Long Island NY,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493741969,why aren't Europeans and Canadians who have overstayed their visas being arrested and deported?,22341224,22341224,<br/>,comment,1493730308,1,False,0,,22341224,https://graphics8.nytimes.com/images/apps/timespeople/none.png,19,,0,,0,approved,1,0,1493741969,Larry,67923306,Michigan,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493741969,Thank you for this thoughtful piece.,22337729,22337729,<br/>,comment,1493691259,1,False,0,,22337729,https://graphics8.nytimes.com/images/apps/timespeople/none.png,9,,0,,0,approved,1,0,1493741969,Seabiscute,45406730,MA,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493741967,"We know that other groups who are here on a visa have committed crimes such as traffic violations and much more serious crimes.  We know that other groups have overstayed their visas, thus breaking the law of the United States, but Trump is only concerned with arresting people of color.  All others are safe as long as they are white. 50,000 Irish men and women who have over stayed their visas and not one has been arrested, torn from their homes or deported.   Discrimination in these laws and bands must be investigated by the Judges who question them. This should not happen to anyone, but if it is going to happen, it should involve people from Europe as well as Muslim countries.  If not, it must be stopped.",22341154,22341154,<br/>,comment,1493729957,1,False,0,,22341154,https://graphics8.nytimes.com/images/apps/timespeople/none.png,22,,0,,0,approved,1,0,1493741967,Larry,67923306,Michigan,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493741965,"When the new cast of authoritarian characters--Turkish President Recep Tayyip Erdogan, and Filipino President Rodrigo Détente--is added to the usuals--Putin, Xi, Castro, Maduro and Kim, control of anyone's citizenship would be a most explosive situation.<br/><br/>Trump doesn't appear to assign hit squads to assassinate any individuals, or opposing groups; however, can we ever be sure that he won't.  Erdogan has moved incrementally, nationalizing some corporations, taking-over the media, replacing the top generals with his men, and fabricating the charade of a coup, several months ago, in order to grab more, and more, power.<br/><br/>I certainly wouldn't put anything past him.The ""Trump Republican Party"" sits idly by, as the GOP ""Leadership: and Trump use each other; but, in the meantime, he--like Erdogan--has been raising his relative status.<br/><br/>As it appear, at least in Donald's delusional mind, Donald J. Trumpo is above everyone, and everything--the Congress, the Constitution, and ""We, the People.""<br/><br/>This whole charade must e=be brought to a halt!<br/><br/><a href=""https://thetruthoncommonsense.com"" title=""https://thetruthoncommonsense.com"" target=""_blank"">https://thetruthoncommonsense.com</a>",22337816,22337816,<br/>,comment,1493691909,1,False,0,,22337816,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493741998,Cheekos,64667462,South Florida,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493739273,"""Immigrants without legal status"" is a preposterous way to describe illegals, They are no such thing. They are illegals and they can be sent home. It's not a human rights violation to do so. ",22338133,22338133,<br/>,comment,1493694536,1,False,0,,22338133,http://graphics8.nytimes.com/images/apps/timespeople/none.png,10,,0,,0,approved,1,0,1493739273,NL452KH,41572890,USA,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493739110,"So interesting to see commenters here defending the current approach to immigration. I urge everyone who thinks it's a good idea we have this new office for so-called ""victims"" of crimes committed by so-called illegal immigrants to ask:<br/>--How is one to know whether a crime was committed by an immigrant?<br/>--If one does know a crime is committed by an immigrant, how is one to know that person's status as an immigrant?<br/>--Isn't a crime a crime regardless of who committed it or their status?<br/>--If the answer to that last question is ""no,"" then what does that mean going forward for our country as a democracy?<br/>It is worth noting that any legal system anywhere can be co-opted by people determined to be despotic. Institutions and laws alone will not save us from that fate--as MLK Jr. wrote from Birmingham jail, ""we should never forget that everything Adolf Hitler did in Germany was ""legal.""""",22341807,22341807,<br/>,comment,1493732870,1,False,0,,22341807,https://graphics8.nytimes.com/images/apps/timespeople/none.png,16,,0,,0,approved,1,0,1493739110,Valerie,72087924,"Washington, dc",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493739043,"There is a huge difference between persecution and prosecution. The comparison between the Jews of Nazi Germany and our own illegals doesn't stand precisely because of this distinction. In Nazi Germany the legislation violated the Jews. Today's illegals have violated the legislation. No one enacted any laws targeting them, their trangressions are entirely of their own accord. But if we are to insist on drawing parallels between the two eras, it could be said that today's illegals share a trait with the Nazis themselves because both groups have invaded countries en mass in violation of national sovereignty.",22338939,22338939,<br/>,comment,1493704395,1,False,0,,22338939,https://graphics8.nytimes.com/images/apps/timespeople/none.png,10,,0,,0,approved,1,0,1493739043,Mack,80313394,Chicago,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493739012,"Jason, everything you correctly criticize about this U.S. Administration's criminalization of minorities (and possibly of perceived 'enemies') could equally be applied to Israel's current treatment of its own indigenous Arab-Israelis, not to mention its humiliation of the Palestinians (Yes, I know, Israel's massive, collective reprisals are intended to reduce the Palestinians' lobbing of pin-prick katyusha rockets at Israel).<br/><br/>Your closing sentence is ominously profound.",22338228,22338228,<br/>,comment,1493695380,1,False,0,,22338228,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4709/2369/cropped-47092369.jpg?0.17691857718806725,6,,0,,0,approved,1,0,1493739012,Hamid Varzi,47092369,"Tehran, Iran",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738905,"Very well said, Mr. Stanley.",22339165,22339165,<br/>,comment,1493709899,1,False,0,,22339165,https://graphics8.nytimes.com/images/apps/timespeople/none.png,2,,0,,0,approved,1,0,1493738905,Bob,55777952,Portland,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738904,"They constantly use this label of ""criminal"" to describe immigrants. These are the same individuals who placed General Flynn in his national security position and may have broken the law. This criminalization is coming from a president and his team that may have colluded with the Russians to become our president. One continues to read reports about all of the business interests and possible ethics violations by the president's team, especially his family now occupying offices right next to the Oval Office. Who criminalizes others and calls then 'snakes'? The 'moral' leader of the free world who has demeaned women with sexual vulgarity, who has refused to release his taxes, and who is now associating himself with strongmen and dictators with criminality in their hands, especially the president of the Philippines. Where is the duplicity? ",22341792,22341792,<br/>,comment,1493732799,1,False,0,,22341792,https://graphics8.nytimes.com/images/apps/timespeople/none.png,22,,0,,0,approved,1,0,1493738904,Fernando Ortiz,69426664,"Spokane, WA",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738578,"The authors of the 14th amendment sought to settle definitively the troublesome issue of American citizenship.  The original Constitution does not list the requirements for citizenship, and most states asserted their authority to fill the gap for their own residents.  Justice Taney, however, tried to override this approach in the Dred Scott decision, by ruling that no African American could attain citizenship status.  The drafters of the 14th amendment repudiated this ruling in section 1, which stipulates that all persons born or naturalized in the US are citizens.<br/><br/>The Trump administration clearly seeks to circumvent the naturalization  part of the amendment, but there are many people in this country who would also  like to repeal birth citizenship.  Referring to cases in which pregnant foreigners enter the country to have their babies, to secure American citizenship for them, these critics paint a dark picture of a widespread conspiracy designed to undermine our culture or security.  This fear belongs to the same strain of paranoia that fuels support for Trump's anti-immigrant campaign.<br/><br/>Birthright citizenship sends a clear message to the world that the US does not define itself in terms of culture, religion, or a family's American heritage.  This liberal conception of the American community qualifies as a tribute to confidence in the strength and appeal of American institutions, as symbolized by the plaque on Lady Liberty.    It is worth defending.",22338307,22338307,<br/>,comment,1493696140,1,False,0,,22338307,https://graphics8.nytimes.com/images/apps/timespeople/none.png,13,,0,,0,approved,1,0,1493738578,James Lee,63418614,"Arlington, Texas",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738517,"Someone who commits a crime is not necessarily a criminal?  Yes, they are.  The very definition of a criminal is someone who commits a crime.  How sad that the author is actually a professor at my alma mater. (Note, most traffic violations, such as speeding, are not crimes but infractions.  Crimes are transgressions one can be jailed for.)",22340720,22340720,<br/>,comment,1493727610,1,False,0,,22340720,https://graphics8.nytimes.com/images/apps/timespeople/none.png,4,,0,,0,approved,1,0,1493738517,Peter,69021757,New Haven,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738467,"It amazes me that a country of immigrants and their offspring (America) could so sharply embrace or tolerate the anti-immigrant cult that has taken over the Republican Party and much of the Conservative movement. There is not one person- including the First Peoples groups- that are not the descendants of people who came to this land from somewhere else. In America we are all the children of migrants only differing  in how may generations removed we are from those who came here.<br/><br/>Europe is a different issue in some ways. Many smaller countries with smallish populations feel very vulnerable to migration of dissimilar peoples and rightly fear their culture could be swamped in a few generations of high birthrate migrants. I am not excusing the position these people take, but their discomfort is understandable and has not been properly considered by those in power.<br/><br/>As to criminality, how can someone who embraces the teachings of Christianity- grounded in forgiveness, grace, mercy and redemption - use the law to divide us as a people based upon violation of any law. Even the very Conservative John Roberts can see the stupidity in the argument.",22339676,22339676,<br/>,comment,1493720289,1,False,0,,22339676,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3000/6326/cropped-30006326.jpg?711136243625463747,10,,0,,0,approved,1,0,1493738467,David Gregory,30006326,Deep Red South,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493738437,"The concept of proportionality to which the author refers is built into the 8th Amendment against unusual punishments.  Surely removal of citizenship to driving just over the speed limit would be a paradigmatic example.  <br/><br/>More importantly, the mean spiritedness of this should shock us all.  ",22338286,22338286,<br/>,comment,1493695950,1,False,0,,22338286,https://graphics8.nytimes.com/images/apps/timespeople/none.png,15,,0,,0,approved,1,0,1493738437,Che Beauchard,10042745,Lower East Side,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493722328,Trumped up charges is the tool of dictatorship and authoritarian,22339907,22339907,<br/>,comment,1493722292,1,False,0,,22339907,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7221/086/cropped-7221086.jpg?0.9674960863776505,23,,0,,0,approved,1,1,1493722330,Bos,7221086,Boston,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716551,There are degrees of malfeasance:  who among us has not sinned?,22337307,22337307,n/a,comment,1493687952,1,False,0,,22337307,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5580/3906/cropped-55803906.jpg?353302951528935327,14,,0,,0,approved,1,0,1493716553,oz7com,55803906,Austin,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716528,"Was watching an old Twilight Zone episode today.  ""The Monsters are due on Maple street"" is classic cold war era sci-fi.<br/><br/>The closing narration by Rod Serling: ""The tools of conquest do not necessarily come with bombs and explosions and fallout. There are weapons that are simply thoughts, attitudes, prejudices to be found only in the minds of men. For the record, prejudices can kill, and suspicion can destroy, and a thoughtless frightened search for a scapegoat has a fallout all of its own for the children, and the children yet unborn.""",22337180,22337180,<br/>,comment,1493687057,1,False,0,,22337180,https://graphics8.nytimes.com/images/apps/timespeople/none.png,34,,0,,0,approved,1,0,1493716531,Walrus Carpenter,77999671,"Petaluma, CA",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716392,"<br/>Prof Stanley:<br/>thank you...<br/>your column could not have arrived one day later.<br/><br/>it is rumored that the mere arrest of any individual,<br/>even when no trial nor conviction results,<br/>subjects the person to the specter of deportation.<br/><br/>given the lopsided likelihood of such actions in the past<br/>being used primarily against peoples of color,<br/>is it any wonder that so many of our citizens rue any<br/>contact of any kind with our so-called justice system?<br/><br/>yet, this practical everyday response,<br/>over time,<br/>leads to a layer of silence and unintended acquiescence.<br/><br/>we desperately need more individuals like your grandmother<br/>to assist us in working our way out of the current<br/>administration's nightmare-tales and strong-armed tactics.<br/><br/>would that the Congress did its constitutional duties and provided<br/>us with an adequate level of funding for the entire justice systems.<br/>until that occurs,<br/>they too,<br/>are directly responsible for the continued practices by an Executive that is rapidly on its way to being out of control.",22336880,22336880,<br/>,comment,1493684794,1,False,0,,22336880,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6065/4820/cropped-60654820.jpg?1992995631800575298,17,,0,,0,approved,1,0,1493716401,sj,60654820,eugene,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716344,Beautifully written. Yes. <br/><br/>Resistance is the only moral path.,22336618,22336618,<br/>,comment,1493682758,1,False,0,,22336618,https://graphics8.nytimes.com/images/apps/timespeople/none.png,17,,0,,1,approved,1,0,1493716348,JCAC,3835333,California,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716340,"Regardless of whether it's a proper position to be taken by the government, I am very concerned about the article and most readers' reactions. The author, a student of propaganda, does not provide the readers with the background information that the Obama administration prosecuted this very case for eight years.  The Obama administration shaped the government's position. Trump's administration has been on the case for 100 days. Trump has hardly touched this case. And yet the author uses it to call the president a Hitler like dictator.",22336533,22336533,<br/>,comment,1493682103,1,False,0,,22336533,https://graphics8.nytimes.com/images/apps/timespeople/none.png,10,,0,,0,approved,1,0,1493716347,Steve Austen,66356291,New York,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716321,"I feel angry to read a facile comparison of deporting illegal immigrants back to their home country, with extermination of the Jewish people under Hitler.  Come on, people, stop it already.",22336505,22336505,<br/>,comment,1493681901,1,False,0,,22336505,https://graphics8.nytimes.com/images/apps/timespeople/none.png,16,,2,,0,approved,1,0,1493716324,Just Curious,60811263,Oregon,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493716304,"The New York Times publishes many nonsensical articles that pretend there is no distinction between illegal and legal immigrants. However, this article makes no distinction between legal and illegal immigrants in America and German Jews who were German citizens, not immigrants.<br/><br/>It’s also difficult to know what to make of the author’s assertion that 5,441 of the 21,263 immigrants ICE arrested between January and March “had no history of violating a law.” Does he mean 5,441 had no criminal record until they were arrested for violating immigration laws? No one has a criminal record until they are arrested for violating a law.",22325890,22325890,<br/>,comment,1493643434,1,False,0,,22325890,https://graphics8.nytimes.com/images/apps/timespeople/none.png,13,,1,,0,approved,1,0,1493716304,William Case,60790181,Texas,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493681849,"So we see yet again, another hydra-headed side of the monstrosity that is the Trump Administration - as well as the lawless, merciless mindset, sometimes approaching glee, of those that put him there.<br/><br/>God help us - these are the ones most aligned with frequent, overzealous pronouncements of their Christian Faith and Piety! They would be the first to re-crucify Christ all over again, feeling they had done the Lord's work at the end of the day...",22336424,22336424,<br/>,comment,1493681302,1,False,0,,22336424,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6590/6412/cropped-65906412.jpg?0.2712489867117256,40,,0,,0,approved,1,0,1493681849,GWBear,65906412,Florida,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493681848,"""[H]istory suggests that it is rarely constrained to just one group. If we look away when the state brands someone a criminal, who among us then remains safe?""<br/><br/>Unfortunately, people tend to disregard such scary comparisons. During the Great Depression, there was mass deportation of up to ""2 million … Mexicans [who] were targeted because of 'the proximity of the Mexican border, the physical distinctiveness of mestizos, and easily identifiable barrios' … 60% were US-born citizens. … one scholar has argued that the process meets modern standards for ethnic cleansing. In 2005, the State of California passed the 'Apology Act for the 1930s Mexican Repatriation Program', apologizing for the state government's role in the repatriation"" (<a href=""https://en.wikipedia.org/wiki/Mexican_Repatriation)"" title=""https://en.wikipedia.org/wiki/Mexican_Repatriation)"" target=""_blank"">https://en.wikipedia.org/wiki/Mexican_Repatriation)</a><br/><br/>I have mentioned this several times to my Indian American friends including Trump supporters. Few were fazed by this statistic. Until it comes to you, you ignore. Our defense mechanism is structured that way!",22335598,22335598,<br/>,comment,1493676143,1,False,0,,22335598,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/2636/6817/cropped-26366817.jpg?0.8577090324833989,31,,2,,0,approved,1,0,1493681848,A.G. Alias,26366817,"St Louis, MO",,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493681847,"Didn't Trumps third wife break the law by working without a work visa. If you are going to deport naturalized citizens that have broken the law, look no further. Stop attacking brown skinned people. ",22335605,22335605,<br/>,comment,1493676156,1,False,0,,22335605,https://graphics8.nytimes.com/images/apps/timespeople/none.png,48,,0,,0,approved,1,0,1493681847,Henry,73848134,calif,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
1493681847,"The authors allegation that ICE arrests and deports unauthorized immigrants for trivial crimes such as speeding is false. It doesn't arrest them for more serious crimes such as rape, robbery or murder, either. ICE only arrests people for violations of immigration laws or custom laws. None of the 21,362 unauthorized immigrants arrested between January and March were arrest4ed because that have criminal history. They were arrested for being unlawfully present in the United States.",22335555,22335555,<br/>,comment,1493675933,1,False,0,,22335555,https://graphics8.nytimes.com/images/apps/timespeople/none.png,0,,0,,0,approved,1,0,1493681880,William Case,60790181,Texas,,,0,5906e1c07c459f24986dd039,Unknown,OpEd,1342,0,Op-Ed
